Sucursal,Equipo,Fecha,Temperatura C°,Observaciones,Responsable,email
Costanera,COS003,25-07-2025 17:22:00,-21.6,,Nino,huentecostanera@gmail.com
Costanera,COS004,25-07-2025 17:15:00,2,,Nino,huentecostanera@gmail.com
Costanera,COS004,25-07-2025 17:11:00,1.8,,Ninoska,huentecostanera@gmail.com
Costanera,COS003,25-07-2025 17:07:00,-21.8,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,25-07-2025 17:06:00,8.2,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,25-07-2025 17:05:00,3.8,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,25-07-2025 17:02:00,7.1,,Nino,huentecostanera@gmail.com
Costanera,COS002,25-07-2025 17:02:00,1.9,,Nino,huentecostanera@gmail.com
MUT,MUT001,25-07-2025 16:00:00,0.6,,Paula,huente.mut@gmail.com
MUT,MUT002,25-07-2025 16:00:00,0.3,,Paula,huente.mut@gmail.com
MUT,MUT003,25-07-2025 16:00:00,0.2,,Paula,huente.mut@gmail.com
MUT,MUT004,25-07-2025 16:00:00,12,,Paula,huente.mut@gmail.com
Plaza Egaña,EGA004,25-07-2025 12:42:00,1.7,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,25-07-2025 12:39:00,10.5,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,25-07-2025 12:38:00,6.2,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,25-07-2025 12:35:00,0.7,,Luis,huente.plazaegana@gmail.com
MUT,MUT004,25-07-2025 12:17:44,12.2,,Paula,huente.mut@gmail.com
MUT,MUT003,25-07-2025 12:17:28,0.3,,Paula,huente.mut@gmail.com
MUT,MUT002,25-07-2025 12:16:50,0.3,,Paula,huente.mut@gmail.com
MUT,MUT001,25-07-2025 12:14:11,0.8,,Paula,huente.mut@gmail.com
Costanera,COS004,25-07-2025 12:10:00,1.5,,Nino,huentecostanera@gmail.com
Costanera,COS003,25-07-2025 12:09:00,-21.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,25-07-2025 12:08:00,4.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,25-07-2025 12:07:00,8.5,,,huentecostanera@gmail.com
Costanera,COS004,25-07-2025 12:07:00,1.5,,Nino,huentecostanera@gmail.com
Costanera,COS003,25-07-2025 12:04:00,-21.2,,Nino,huentecostanera@gmail.com
Costanera,COS001,25-07-2025 12:00:00,7.2,,Nino,huentecostanera@gmail.com
Costanera,COS002,25-07-2025 12:00:00,1.7,,Nino,huentecostanera@gmail.com
Plaza Egaña,EGA004,24-07-2025 21:45:00,1.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,24-07-2025 21:44:00,10.5,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,24-07-2025 21:41:00,6.7,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,24-07-2025 21:40:00,1.9,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,24-07-2025 21:10:00,-20.9,,Nino,huentecostanera@gmail.com
Costanera,COS001,24-07-2025 21:05:00,7.8,,,huentecostanera@gmail.com
Costanera,COS002,24-07-2025 21:05:00,1.1,,,huentecostanera@gmail.com
Costanera,COS003,24-07-2025 21:05:00,-21,,,huentecostanera@gmail.com
Costanera,COS004,24-07-2025 21:05:00,4.5,,,huentecostanera@gmail.com
Costanera,COS004,24-07-2025 21:05:00,2,,Nino,huentecostanera@gmail.com
Costanera,COS002,24-07-2025 21:01:00,1.8,,Nino,huentecostanera@gmail.com
Costanera,COS001,24-07-2025 21:00:00,6.3,,Nino,huentecostanera@gmail.com
MUT,MUT004,24-07-2025 20:12:29,15.7,,Paula,huente.mut@gmail.com
MUT,MUT003,24-07-2025 20:12:03,0.4,,Paula,huente.mut@gmail.com
MUT,MUT002,24-07-2025 20:11:47,0.5,,Paula,huente.mut@gmail.com
MUT,MUT001,24-07-2025 20:10:41,0.8,,Paula,huente.mut@gmail.com
Plaza Egaña,EGA004,24-07-2025 17:39:00,1.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,24-07-2025 17:38:00,9.6,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,24-07-2025 17:35:00,0.3,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,24-07-2025 17:34:00,5.7,,Luis,huente.plazaegana@gmail.com
Costanera,COS002,24-07-2025 17:14:00,2,,Nino,huentecostanera@gmail.com
Costanera,COS003,24-07-2025 17:11:00,-21.5,,Nino,huentecostanera@gmail.com
Costanera,COS001,24-07-2025 17:08:00,7.4,,,huentecostanera@gmail.com
Costanera,COS002,24-07-2025 17:08:00,0.8,,,huentecostanera@gmail.com
Costanera,COS003,24-07-2025 17:08:00,-20.1,,,huentecostanera@gmail.com
Costanera,COS004,24-07-2025 17:08:00,4.6,,,huentecostanera@gmail.com
Costanera,COS004,24-07-2025 17:04:00,1.6,,Nino,huentecostanera@gmail.com
Costanera,COS001,24-07-2025 17:00:00,7,,Nino,huentecostanera@gmail.com
MUT,MUT004,24-07-2025 16:06:40,14.7,,Paula,huente.mut@gmail.com
MUT,MUT003,24-07-2025 16:06:21,0.2,,Paula,huente.mut@gmail.com
MUT,MUT002,24-07-2025 16:05:59,0.3,,Paula,huente.mut@gmail.com
MUT,MUT001,24-07-2025 16:05:21,1,,Paula,huente.mut@gmail.com
Plaza Egaña,EGA004,24-07-2025 12:40:00,1.2,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,24-07-2025 12:36:00,6.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,24-07-2025 12:35:00,5.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,24-07-2025 12:30:00,0.1,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,24-07-2025 12:14:00,-20.3,,Nino,huentecostanera@gmail.com
Costanera,COS002,24-07-2025 12:13:00,1.5,,Nino,huentecostanera@gmail.com
Costanera,COS004,24-07-2025 12:13:00,1.8,,Nino,huentecostanera@gmail.com
Costanera,COS001,24-07-2025 12:04:00,6.8,,Nino,huentecostanera@gmail.com
Costanera,COS001,24-07-2025 12:00:00,7.8,,,huentecostanera@gmail.com
Costanera,COS002,24-07-2025 12:00:00,1.2,,,huentecostanera@gmail.com
Costanera,COS003,24-07-2025 12:00:00,-20,,,huentecostanera@gmail.com
Costanera,COS004,24-07-2025 12:00:00,4.3,,,huentecostanera@gmail.com
MUT,MUT004,24-07-2025 11:07:29,10.4,,Paula,huente.mut@gmail.com
MUT,MUT003,24-07-2025 11:07:13,0.4,,Paula,huente.mut@gmail.com
MUT,MUT002,24-07-2025 11:06:57,0.4,,Paula,huente.mut@gmail.com
MUT,MUT001,24-07-2025 11:06:42,0.5,,Paula,huente.mut@gmail.com
Plaza Egaña,EGA004,23-07-2025 21:39:00,2.2,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,23-07-2025 21:38:00,10,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,23-07-2025 21:36:00,5,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,23-07-2025 21:35:00,0.3,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,23-07-2025 21:28:00,-20.9,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA004,23-07-2025 21:21:56,2.2,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,23-07-2025 21:21:26,10,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,23-07-2025 21:20:12,0.3,,David,huente.plazaegana@gmail.com
Costanera,COS002,23-07-2025 21:13:00,1.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,23-07-2025 21:01:00,8.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS004,23-07-2025 21:01:00,1,,Ninoska,huentecostanera@gmail.com
MUT,MUT004,23-07-2025 19:59:07,12.3,,Paula,huente.mut@gmail.com
MUT,MUT003,23-07-2025 19:58:51,0.4,,Paula,huente.mut@gmail.com
MUT,MUT002,23-07-2025 19:58:30,1.1,,Paula,huente.mut@gmail.com
MUT,MUT001,23-07-2025 19:56:54,0.7,,Paula,huente.mut@gmail.com
Plaza Egaña,EGA004,23-07-2025 17:59:28,2.1,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,23-07-2025 17:59:10,10.2,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,23-07-2025 17:58:52,5.9,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,23-07-2025 17:58:34,1.5,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,23-07-2025 17:36:00,10.2,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,23-07-2025 17:34:00,2.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,23-07-2025 17:32:00,1.5,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,23-07-2025 17:32:00,5.9,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,23-07-2025 17:27:00,-20.4,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,23-07-2025 17:12:00,1.9,,Ninoska,huentecostanera@gmail.com
Costanera,COS004,23-07-2025 17:05:00,1.7,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,23-07-2025 17:00:00,7.9,,Ninoska,huentecostanera@gmail.com
MUT,MUT004,23-07-2025 16:30:14,10.5,,Paula,huente.mut@gmail.com
MUT,MUT003,23-07-2025 16:29:37,0.5,,Paula,huente.mut@gmail.com
MUT,MUT002,23-07-2025 16:27:39,0.3,,Paula,huente.mut@gmail.com
MUT,MUT001,23-07-2025 16:27:14,0.6,,Paula,huente.mut@gmail.com
Plaza Egaña,EGA003,23-07-2025 12:35:06,15.2,Amanecio apagada sin flujo de corriente,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,23-07-2025 12:34:49,5,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,23-07-2025 12:34:33,0.6,,David,huente.plazaegana@gmail.com
Costanera,COS004,23-07-2025 12:31:00,2,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA004,23-07-2025 12:30:00,0.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,23-07-2025 12:28:00,15.2,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,23-07-2025 12:27:00,-20.3,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA002,23-07-2025 12:22:00,5,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,23-07-2025 12:21:00,0.6,,Luis,huente.plazaegana@gmail.com
Costanera,COS002,23-07-2025 12:12:00,2,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,23-07-2025 12:07:00,7.2,,Ninoska,huentecostanera@gmail.com
MUT,MUT004,23-07-2025 11:47:20,10.3,,Paula,huente.mut@gmail.com
MUT,MUT003,23-07-2025 11:46:58,0.3,,Paula,huente.mut@gmail.com
MUT,MUT002,23-07-2025 11:46:04,0.3,,Paula,huente.mut@gmail.com
MUT,MUT001,23-07-2025 11:44:42,1,,Paula,huente.mut@gmail.com
Costanera,COS003,22-07-2025 21:27:00,-21.2,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA004,22-07-2025 21:21:00,2.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,22-07-2025 21:19:00,5.4,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,22-07-2025 21:18:00,9.4,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,22-07-2025 21:15:00,0.2,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,22-07-2025 21:14:02,2.1,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,22-07-2025 21:13:35,9.4,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,22-07-2025 21:13:01,5.4,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,22-07-2025 21:12:36,0.2,,Dividir,huente.plazaegana@gmail.com
Costanera,COS002,22-07-2025 21:11:00,3.6,,Ninoska,huentecostanera@gmail.com
Costanera,COS004,22-07-2025 21:02:00,2.4,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,22-07-2025 21:00:00,9.3,,Ninoska,huentecostanera@gmail.com
MUT,MUT004,22-07-2025 20:33:24,14.9,,Paula,huente.mut@gmail.com
MUT,MUT003,22-07-2025 20:33:05,0.4,,Paula,huente.mut@gmail.com
MUT,MUT002,22-07-2025 20:32:51,0.5,,Paula,huente.mut@gmail.com
MUT,MUT001,22-07-2025 20:32:35,0.7,,Paula,huente.mut@gmail.com
Plaza Egaña,EGA004,22-07-2025 18:10:46,1.7,,,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,22-07-2025 18:10:16,9.8,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,22-07-2025 18:10:00,0.3,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,22-07-2025 18:09:31,6.8,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,22-07-2025 18:09:19,0.3,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,22-07-2025 17:30:00,1.7,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,22-07-2025 17:29:00,6.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,22-07-2025 17:27:00,9.3,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,22-07-2025 17:26:00,0.3,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,22-07-2025 17:26:00,-21,,Ninoska,huentecostanera@gmail.com
Costanera,COS004,22-07-2025 17:14:00,2,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,22-07-2025 17:11:00,2.3,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,22-07-2025 17:05:00,7.1,,Nino,huentecostanera@gmail.com
Costanera,COS001,22-07-2025 17:04:00,7.1,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,22-07-2025 17:02:00,7.1,,Nino,huentecostanera@gmail.com
MUT,MUT004,22-07-2025 15:53:20,11.6,,Paula,huente.mut@gmail.com
MUT,MUT003,22-07-2025 15:53:03,0.4,,Paula,huente.mut@gmail.com
MUT,MUT002,22-07-2025 15:52:47,0.3,,Paula,huente.mut@gmail.com
MUT,MUT001,22-07-2025 15:52:30,0.7,,Paula,huente.mut@gmail.com
Plaza Egaña,EGA004,22-07-2025 12:56:44,0.9,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,22-07-2025 12:56:22,9.5,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,22-07-2025 12:55:58,6.8,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,22-07-2025 12:53:50,0.4,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,22-07-2025 12:27:00,0.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,22-07-2025 12:26:00,9.5,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,22-07-2025 12:25:00,-20.1,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA001,22-07-2025 12:20:00,0.4,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,22-07-2025 12:17:00,6.8,,Luis,huente.plazaegana@gmail.com
Costanera,COS002,22-07-2025 12:11:00,2.6,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,22-07-2025 12:06:00,6.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS004,22-07-2025 12:05:00,1.9,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,22-07-2025 12:03:00,6.5,,Nino,huentecostanera@gmail.com
Costanera,COS001,22-07-2025 12:01:00,6.5,,Nino,huentecostanera@gmail.com
Costanera,COS003,22-07-2025 11:52:00,-22,,Nino,huentecostanera@gmail.com
Costanera,COS002,22-07-2025 11:48:00,4.6,,Nino,huentecostanera@gmail.com
Costanera,COS001,22-07-2025 11:42:00,8.8,,Nino,huentecostanera@gmail.com
Costanera,COS004,22-07-2025 11:34:00,2.1,,Nino,huentecostanera@gmail.com
MUT,MUT004,22-07-2025 11:06:59,15.5,,Paula,huente.mut@gmail.com
MUT,MUT003,22-07-2025 11:06:44,0.2,,Paula,huente.mut@gmail.com
MUT,MUT002,22-07-2025 11:06:25,0.5,,Paula,huente.mut@gmail.com
MUT,MUT001,22-07-2025 11:06:08,1.1,,Paula,huente.mut@gmail.com
Costanera,COS003,21-07-2025 21:25:00,-21.6,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA004,21-07-2025 21:24:00,2.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,21-07-2025 21:22:00,9.5,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,21-07-2025 21:21:00,4.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,21-07-2025 21:20:00,6.4,,David,huente.plazaegana@gmail.com
Costanera,COS003,21-07-2025 21:15:00,-22,,Nino,huentecostanera@gmail.com
Costanera,COS002,21-07-2025 21:10:00,2.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,21-07-2025 21:07:00,6.3,,Nino,huentecostanera@gmail.com
Costanera,COS004,21-07-2025 21:05:00,2.2,,Nino,huentecostanera@gmail.com
Costanera,COS002,21-07-2025 21:04:00,3.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS004,21-07-2025 21:02:00,2.7,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,21-07-2025 21:00:00,6.9,,Ninoska,huentecostanera@gmail.com
MUT,MUT004,21-07-2025 20:14:01,18.5,,Paula,huente.mut@gmail.com
MUT,MUT003,21-07-2025 20:13:40,0.1,,Paula,huente.mut@gmail.com
MUT,MUT002,21-07-2025 20:13:18,0.8,,Paula,huente.mut@gmail.com
MUT,MUT001,21-07-2025 20:12:47,0.7,,Paula,huente.mut@gmail.com
Esc. Militar,EM003,21-07-2025 18:08:00,5.8,,Juan,huente.escuelamilitar@gmail.com
Esc. Militar,EM005,21-07-2025 18:08:00,3.7,,Juan,huente.escuelamilitar@gmail.com
Esc. Militar,EM004,21-07-2025 18:07:00,7.6,,Juan,huente.escuelamilitar@gmail.com
Costanera,COS004,21-07-2025 17:35:00,2.5,,Nino,huentecostanera@gmail.com
Plaza Egaña,EGA004,21-07-2025 17:28:00,1.4,,Luis,huente.plazaegana@gmail.com
Costanera,COS001,21-07-2025 17:27:00,7.6,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA003,21-07-2025 17:26:00,9.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,21-07-2025 17:25:00,6.4,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,21-07-2025 17:24:00,-22,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,21-07-2025 17:23:00,4.6,,Ninoska,huentecostanera@gmail.com
Costanera,COS003,21-07-2025 17:22:00,-21.5,,Nino,huentecostanera@gmail.com
Plaza Egaña,EGA001,21-07-2025 17:15:00,1.1,,David,huente.plazaegana@gmail.com
Costanera,COS002,21-07-2025 17:10:00,2,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,21-07-2025 17:06:00,8,,Nino,huentecostanera@gmail.com
Costanera,COS004,21-07-2025 17:05:00,3,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,21-07-2025 17:02:00,8,,Nino,huentecostanera@gmail.com
MUT,MUT004,21-07-2025 15:12:53,15.2,,Paula,huente.mut@gmail.com
MUT,MUT003,21-07-2025 15:12:18,0.3,,Paula,huente.mut@gmail.com
MUT,MUT002,21-07-2025 15:11:05,0.5,,Paula,huente.mut@gmail.com
MUT,MUT001,21-07-2025 15:10:47,0.6,,Paula,huente.mut@gmail.com
MUT,MUT001,21-07-2025 15:10:20,6,,,huente.mut@gmail.com
Costanera,COS004,21-07-2025 12:41:00,2.6,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,21-07-2025 12:28:00,8.9,,Ninoska,huentecostanera@gmail.com
Costanera,COS002,21-07-2025 12:27:00,5.4,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA001,21-07-2025 12:26:00,3.9,,David,huente.plazaegana@gmail.com
Costanera,COS003,21-07-2025 12:24:00,-21.9,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA004,21-07-2025 12:21:00,2.4,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,21-07-2025 12:20:00,9.3,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,21-07-2025 12:19:00,-22,,Nino,huentecostanera@gmail.com
Costanera,COS004,21-07-2025 12:19:00,1.5,,Nino,huentecostanera@gmail.com
Plaza Egaña,EGA002,21-07-2025 12:16:00,6.8,,Luis,huente.plazaegana@gmail.com
Costanera,COS002,21-07-2025 12:09:00,1.5,,Ninoska,huentecostanera@gmail.com
Costanera,COS001,21-07-2025 12:02:00,7.5,,Nino,huentecostanera@gmail.com
Esc. Militar,EM001,21-07-2025 11:18:00,6.8,,Juan,huente.escuelamilitar@gmail.com
MUT,MUT004,21-07-2025 11:01:00,9.7,,Paula,huente.mut@gmail.com
MUT,MUT001,21-07-2025 11:00:00,0.4,,Paula,huente.mut@gmail.com
MUT,MUT002,21-07-2025 11:00:00,0.6,,Paula,huente.mut@gmail.com
MUT,MUT003,21-07-2025 11:00:00,0.4,,Paula,huente.mut@gmail.com
Plaza Egaña,EGA004,20-07-2025 22:40:00,2.6,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,20-07-2025 21:22:00,1.9,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,20-07-2025 20:40:00,6.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,20-07-2025 20:40:00,10.6,,Luis,huente.plazaegana@gmail.com
Costanera,COS004,20-07-2025 19:56:50,3.6,,Matias,huentecostanera@gmail.com
Costanera,COS003,20-07-2025 19:56:22,-21.7,,Matias,huentecostanera@gmail.com
Costanera,COS001,20-07-2025 19:55:37,8.8,,Matias,huentecostanera@gmail.com
Costanera,COS002,20-07-2025 19:55:23,0.3,,Matias,huentecostanera@gmail.com
Esc. Militar,EM002,20-07-2025 19:51:41,13.5,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM001,20-07-2025 19:38:04,11.5,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM003,20-07-2025 19:33:36,17.6,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM004,20-07-2025 19:27:27,7.2,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM005,20-07-2025 19:25:25,11.7,,,huente.escuelamilitar@gmail.com
Plaza Egaña,EGA001,20-07-2025 18:15:00,0.1,,David,huente.plazaegana@gmail.com
Esc. Militar,EM002,20-07-2025 17:35:31,13.5,,,huente.escuelamilitar@gmail.com
Plaza Egaña,EGA002,20-07-2025 17:25:00,5.5,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,20-07-2025 17:25:00,7.7,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,20-07-2025 17:25:00,3.3,,Luis,huente.plazaegana@gmail.com
Esc. Militar,EM001,20-07-2025 17:23:52,12.2,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM003,20-07-2025 17:20:41,17.7,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM004,20-07-2025 17:19:22,7.5,,,huente.escuelamilitar@gmail.com
Esc. Militar,EM005,20-07-2025 17:17:46,4.1,,Almendra,huente.escuelamilitar@gmail.com
Costanera,COS004,20-07-2025 17:00:04,4.8,,Matias,huentecostanera@gmail.com
Costanera,COS003,20-07-2025 16:59:42,-22.2,,Matias,huentecostanera@gmail.com
Costanera,COS001,20-07-2025 16:59:22,7.7,,Matias,huentecostanera@gmail.com
Costanera,COS002,20-07-2025 16:58:50,0.1,,Matias,huentecostanera@gmail.com
Plaza Egaña,EGA001,20-07-2025 12:40:00,2.7,,David,huente.plazaegana@gmail.com
Costanera,COS002,20-07-2025 12:15:28,0.3,,Matias,huentecostanera@gmail.com
Costanera,COS004,20-07-2025 12:03:13,3.7,,Matias,huentecostanera@gmail.com
Costanera,COS003,20-07-2025 12:02:52,-22,,Matias,huentecostanera@gmail.com
Costanera,COS001,20-07-2025 12:02:38,8.6,,Matias,huentecostanera@gmail.com
Esc. Militar,EM005,20-07-2025 10:50:38,3.6,,Almendra,huente.escuelamilitar@gmail.com
Plaza Egaña,EGA002,20-07-2025 10:40:00,5.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,20-07-2025 10:40:00,11.7,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,20-07-2025 10:40:00,2.6,,Luis,huente.plazaegana@gmail.com
Esc. Militar,EM004,20-07-2025 10:34:32,8.3,,Almendra,huente.escuelamilitar@gmail.com
Esc. Militar,EM003,20-07-2025 10:30:35,14.4,,Almendra,huente.escuelamilitar@gmail.com
Esc. Militar,EM002,20-07-2025 10:26:39,13.8,,Almendra,huente.escuelamilitar@gmail.com
Esc. Militar,EM001,20-07-2025 10:10:23,7.1,,Almendra,huente.escuelamilitar@gmail.com
Plaza Egaña,EGA002,19-07-2025 22:12:00,6.7,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,19-07-2025 22:12:00,9.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,19-07-2025 22:12:00,3.3,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,19-07-2025 21:15:00,1.1,,David,huente.plazaegana@gmail.com
Costanera,COS004,19-07-2025 21:01:39,4.2,,Matias,huentecostanera@gmail.com
Costanera,COS003,19-07-2025 21:00:54,-21.9,,Matias,huentecostanera@gmail.com
Costanera,COS002,19-07-2025 21:00:41,2,,Matias,huentecostanera@gmail.com
Costanera,COS001,19-07-2025 20:59:19,8,,Matias,huentecostanera@gmail.com
Esc. Militar,EM002,19-07-2025 19:37:52,14.4,,Almendra,huente.escuelamilitar@gmail.com
Esc. Militar,EM001,19-07-2025 19:29:51,12.2,,Almendra,huente.escuelamilitar@gmail.com
Esc. Militar,EM003,19-07-2025 19:27:35,15.6,,Almendra,huente.escuelamilitar@gmail.com
Esc. Militar,EM004,19-07-2025 19:26:59,7.5,,Almendra,huente.escuelamilitar@gmail.com
Plaza Egaña,EGA001,19-07-2025 18:49:00,0.4,,David,huente.plazaegana@gmail.com
Esc. Militar,EM005,19-07-2025 17:11:21,4.2,,Almendra,huente.escuelamilitar@gmail.com
Esc. Militar,EM004,19-07-2025 17:11:06,10.2,,Almendra,huente.escuelamilitar@gmail.com
Plaza Egaña,EGA002,19-07-2025 17:09:00,5.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,19-07-2025 17:09:00,10.7,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,19-07-2025 17:09:00,3.8,,Luis,huente.plazaegana@gmail.com
Costanera,COS002,19-07-2025 17:07:11,0.1,,Matias,huentecostanera@gmail.com
Costanera,COS004,19-07-2025 17:03:48,5.9,,Matias,huentecostanera@gmail.com
Costanera,COS003,19-07-2025 17:03:25,-22.1,,Matias,huentecostanera@gmail.com
Costanera,COS001,19-07-2025 17:03:04,9.1,,Matias,huentecostanera@gmail.com
Esc. Militar,EM003,19-07-2025 16:48:04,17.6,,Almendra,huente.escuelamilitar@gmail.com
Esc. Militar,EM002,19-07-2025 16:39:07,14.5,,Almendra,huente.escuelamilitar@gmail.com
Esc. Militar,EM001,19-07-2025 16:35:03,9.7,,Almendra,huente.escuelamilitar@gmail.com
Plaza Egaña,EGA002,19-07-2025 13:10:00,7.2,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,19-07-2025 13:10:00,10.1,,Luis,huente.plazaegana@gmail.com
